"AB_category"	"category_description"	"gene"	"gene_description"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"catB9"	"catB9 is a chromosome-encoded variant of the cat gene found in Vibrio cholerae"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"catD"	"catD is a chromosome and transposon-encoded variant of the cat gene found in Clostridium difficile"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"catI"	"catI is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"catII"	"catII is a plasmid-encoded variant of the cat gene found in Haemophilus influenzae, Agrobacterium tumefaciens and Escherichia coli"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"catIII"	"catIII is a plasmid-encoded variant of the cat gene found in Shigella flexneri"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"catP"	"catP is a transposon and chromosome-encoded variant of the cat gene found in Clostridium perfringens and Neisseria meningitidis"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"catQ"	"catQ is a chromosome-encoded variant of the cat gene found in Clostridium perfringens"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"catS"	"catS is a chromosome-encoded variant of the cat gene found in Streptococcus pyogenes"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"plasmid encoded cat (pp-cat)"	"pp-cat is a plasmid-encoded variant of the cat gene found in Photobacterium damselae subsp. piscicida"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cml"	"cml is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Escherichia coli and Streptomyces lividans"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmlA"	"cmlA is a plasmid-encoded chloramphenicol exporter that is found in Salmonella typhimurium"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmlA1"	"cmlA1 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa and Klebsiella pneumoniae"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmlA4"	"cmlA4 is a plasmid-encoded chloramphenicol exporter that is found in Klebsiella pneumoniae"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmlA5"	"cmlA5 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Escherichia coli"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmlA6"	"cmlA6 is a plasmid-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmlB"	"cmlB is a plasmid-encoded chloramphenicol exporter that is found in Enterobacter aerogenes"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmlB1"	"cmlB1 is a plasmid-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmlv"	"cmlv is a chromosome-encoded chloramphenicol phoshotransferase that is found in Streptomyces venezuelae"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmr"	"cmr is a plasmid-encoded chloramphenicol exporter that is found in Rhodococcus fascians and Corynebacterium glutamicum"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmrA"	"cmrA is a transposon-encoded chloramphenicol exporter that is found in Rhodococcus rhodochrous"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"cmx"	"cmx is a plasmid or transposon-encoded chloramphenicol exporter that is found in Corynebacterium striatum"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"fexA"	"fexA is a plasmid-encoded chloramphenicol exporter that is found in Staphylococcus lentus"
"phenicol"	"Phenicols are broad spectrum bacteriostatic antibiotics acting on bacterial protein synthesis. More specifically, the phenicols block peptide elongation by binding to the peptidyltansferase centre of the 70S ribosome."	"floR"	"floR is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica, Escherichia coli, Klebsiella pneumoniae,\nSalmonella typhimurium DT104 and Vibrio cholerae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrA1"	"QnrA1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrA2"	"QnrA2 is a plasmid-mediated quinolone resistance protein found in Klebsiella oxytoca"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrA3"	"QnrA3 is a plasmid-mediated quinolone resistance protein found in Shewanella algae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrA4"	"QnrA4 is a plasmid-mediated quinolone resistance protein found in Shewanella algae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrA5"	"QnrA5 is a plasmid-mediated quinolone resistance protein found in Shewanella algae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrA6"	"QnrA6 is a plasmid-mediated quinolone resistance protein found in Proteus mirabilis"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrA7"	"QnrA7 is a plasmid-mediated quinolone resistance protein found in Shewanella algae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB1"	"QnrB1 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB2"	"QnrB2 is a plasmid-mediated quinolone resistance protein found in Citrobacter koseri"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB3"	"QnrB3 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB4"	"QnrB4 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB5"	"QnrB5 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB6"	"QnrB6 is a plasmid-mediated quinolone resistance protein found in Pantoea agglomerans"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB7"	"QnrB7 is a plasmid-mediated quinolone resistance protein found in Enterobacter cloacae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB8"	"QnrB8 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB9"	"QnrB9 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB10"	"QnrB10 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB11"	"QnrB11 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB12"	"QnrB12  is a plasmid-mediated quinolone resistance protein found in Citrobacter werkmanii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB13"	"QnrB13 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB14"	"QnrB14 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB15"	"QnrB15 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB16"	"QnrB16 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB17"	"QnrB17 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB18"	"QnrB18 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB19"	"QnrB19 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB20"	"QnrB20 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB21"	"QnrB21 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB22"	"QnrB22 is a plasmid-mediated quinolone resistance protein found in Citrobacter werkmanii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB23"	"QnrB23 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB24"	"QnrB24 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB25"	"QnrB25 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB26"	"QnrB26 is a plasmid-mediated quinolone resistance protein found in Proteus vulgaris"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB27"	"QnrB27 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB28"	"QnrB28 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB29"	"QnrB29 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB30"	"QnrB30 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB31"	"QnrB31 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB32"	"QnrB32 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB33"	"QnrB33 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB34"	"QnrB34 is a plasmid-mediated quinolone resistance protein found in Citrobacter werkmanii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB35"	"QnrB35 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB36"	"QnrB36 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB37"	"QnrB37 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB38"	"QnrB38 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB40"	"QnrB40 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB41"	"QnrB41 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB42"	"QnrB42 is a plasmid-mediated quinolone resistance protein found in Klebsiella pneumoniae"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB43"	"QnrB43 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB44"	"QnrB44 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB45"	"QnrB45 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB46"	"QnrB46 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB47"	"QnrB47 is a plasmid-mediated quinolone resistance protein found in Escherichia coli"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB48"	"QnrB48 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB49"	"QnrB49 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB50"	"QnrB50 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB54"	"QnrB54 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB55"	"QnrB55 is a plasmid-mediated quinolone resistance protein found in Raoultella terrigena"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB56"	"QnrB56 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB57"	"QnrB57 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB58"	"QnrB58 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB59"	"QnrB59 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB60"	"QnrB60 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB61"	"QnrB61 is a plasmid-mediated quinolone resistance protein found in Citrobacter braakii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB62"	"QnrB62 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB64"	"QnrB64 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
"fluoroquinolone"	"The fluoroquinolones are a family of synthetic broad-spectrum antibiotics that are 4-quinolone-3-carboxylates. These compounds interact with topoisomerase II (DNA gyrase) to disrupt bacterial DNA replication, damage DNA, and cause cell death."	"QnrB65"	"QnrB65 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii"
