AB_category	sample	sum_abund	country	rank	max_rank
fluoroquinolone	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_38P	5.38241231428918e-09	RUS	0.565310492505353	467
fluoroquinolone	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	1.50916708791821e-08	RUS_HOBL	0.693790149892934	467
fluoroquinolone	61_106_20121101_FRAG_BC_61_106_F3_106	3.46475015905429e-08	RUS	0.794432548179872	467
fluoroquinolone	kazan5500_2014_03_31_1_L02_60BR_50trimmed_T_F3	6.43174046404782e-08	RUS_HOBL	0.854389721627409	467
fluoroquinolone	Tomsk_2014_02_28_1_L02_L03_merg_34_50trimmed_T_F3	7.48531640365716e-09	RUS_HOBL	0.610278372591006	467
fluoroquinolone	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_313	2.64297442717098e-08	RUS	0.764453961456103	467
fluoroquinolone	SRS024132	3.67450164111824e-09	USA	0.50321199143469	467
fluoroquinolone	SRR413709merged	3.02650365410492e-09	CHN	0.477516059957173	467
fluoroquinolone	Tomsk_2014_02_28_1_L02_L03_merg_26_50trimmed_T_F3	3.79711248581917e-08	RUS_HOBL	0.80728051391863	467
fluoroquinolone	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_43P	5.00488767288914e-09	RUS	0.541755888650964	467
fluoroquinolone	SRS015217	1.73191273574646e-09	USA	0.381156316916488	467
fluoroquinolone	MH0003_090107	3.85293829036881e-09	EUR	0.511777301927195	467
fluoroquinolone	SRS012273	2.96179503457362e-08	USA	0.781584582441114	467
fluoroquinolone	SRR413600merged	1.22913521001817e-08	CHN	0.674518201284797	467
fluoroquinolone	SRR413591merged	4.09693133430838e-09	CHN	0.526766595289079	467
fluoroquinolone	SRS016335	1.79221533194456e-10	USA	0.134903640256959	467
fluoroquinolone	SRR413707merged	1.88980377855572e-08	CHN	0.723768736616702	467
fluoroquinolone	SRR413737merged	4.07663144194811e-08	CHN	0.811563169164882	467
fluoroquinolone	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	8.28949472847455e-08	RUS	0.880085653104925	467
fluoroquinolone	211_251_20111102_FRAG_BC_211_251_F3_211	1.96907273607386e-08	RUS	0.732334047109208	467
fluoroquinolone	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_89	1.6390808878095e-08	RUS	0.704496788008565	467
fluoroquinolone	SRS016267	3.35995736673651e-09	USA	0.490364025695931	467
fluoroquinolone	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_12P	1.15221657113529e-08	RUS	0.670235546038544	467
fluoroquinolone	61_106_20121101_FRAG_BC_61_106_F3_70	2.56976277671741e-09	RUS	0.436830835117773	467
fluoroquinolone	SRR413559merged	5.00910380672993e-09	CHN	0.54389721627409	467
fluoroquinolone	SRS047044	1.38046751807092e-09	USA	0.353319057815846	467
fluoroquinolone	Tomsk_2014_02_28_1_L01_13_50trimmed_T_F3	1.59594807713967e-09	RUS_HOBL	0.370449678800857	467
fluoroquinolone	SRR413715merged	4.1876149022436e-10	CHN	0.205567451820128	467
fluoroquinolone	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_45P	7.76581968344931e-08	RUS	0.87152034261242	467
fluoroquinolone	SRR413630merged	9.5798873826154e-09	CHN	0.650963597430407	467
fluoroquinolone	SRR413734merged	1.50485903190553e-07	CHN	0.905781584582441	467
fluoroquinolone	SRR413625merged	4.07552069542838e-09	CHN	0.522483940042827	467
fluoroquinolone	kazan5500_2014_03_31_1_L03_43BR_50trimmed_T_F3	1.86331311171528e-08	RUS_HOBL	0.721627408993576	467
fluoroquinolone	kazan5500_2014_03_31_1_L02_64BR_50trimmed_T_F3	5.82896925983909e-09	RUS_HOBL	0.573875802997859	467
fluoroquinolone	SRS015782	1.81264981681397e-09	USA	0.396145610278373	467
fluoroquinolone	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T26	5.72466857582476e-10	RUS_HOBL	0.246252676659529	467
fluoroquinolone	SRS018656	2.64598522166298e-09	USA	0.447537473233405	467
fluoroquinolone	SRS064557	6.2924028498697e-11	USA	0.0578158458244111	467
beta-lactam	SRS054956	6.6013117611958e-09	USA	0.091796875	512
fluoroquinolone	SRS054956	7.6018677645286e-09	USA	0.612419700214133	467
fluoroquinolone	SRR413638merged	6.8500197022696e-09	CHN	0.593147751605996	467
fluoroquinolone	SRS015369	1.16171996825041e-09	USA	0.336188436830835	467
fluoroquinolone	280_287_20111115_FRAG_BC_280_287_F3_281	5.29524150040103e-09	RUS	0.554603854389722	467
fluoroquinolone	261_268_20111115_FRAG_BC_261_268_F3_266	4.15242750290263e-09	RUS	0.531049250535332	467
fluoroquinolone	261_268_20111115_FRAG_BC_261_268_F3_264	1.99048655201282e-08	RUS	0.73661670235546	467
fluoroquinolone	MH0002_090117	1.15753134874751e-08	EUR	0.67237687366167	467
fluoroquinolone	232_250_20111116_FRAG_BC_232_250_F3_236	3.68963529641028e-08	RUS	0.805139186295503	467
fluoroquinolone	232_250_20111116_FRAG_BC_232_250_F3_249	9.06567481571835e-09	RUS	0.635974304068523	467
fluoroquinolone	kazan5500_2014_03_31_1_L01_18BR_50trimmed_T_F3	6.47853312182151e-09	RUS_HOBL	0.58458244111349	467
fluoroquinolone	SRS054590	8.79251547105445e-10	USA	0.291220556745182	467
fluoroquinolone	Tomsk_2014_02_28_1_L02_L03_merg_38_50trimmed_T_F3	7.98642237443621e-09	RUS_HOBL	0.616702355460385	467
fluoroquinolone	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_14P	3.72925899334036e-09	RUS	0.507494646680942	467
fluoroquinolone	Tomsk_2014_02_28_1_L01_08_50trimmed_T_F3	2.41407630191848e-08	RUS_HOBL	0.755888650963597	467
fluoroquinolone	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T19	1.90880929137684e-08	RUS_HOBL	0.728051391862955	467
fluoroquinolone	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	3.46690176186744e-09	RUS	0.49678800856531	467
fluoroquinolone	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_317	8.87588411841112e-09	RUS	0.629550321199143	467
fluoroquinolone	MH0019_081119	1.79034966936366e-09	EUR	0.39186295503212	467
fluoroquinolone	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_69	4.61524318752156e-08	RUS	0.832976445396146	467
fluoroquinolone	MH0073_090125	3.26402813373252e-09	EUR	0.488222698072805	467
fluoroquinolone	SRS017521	7.82511369448581e-08	USA	0.873661670235546	467
fluoroquinolone	Tomsk_2014_02_28_1_L02_L03_merg_41_50trimmed_T_F3	1.22291665370266e-09	RUS_HOBL	0.342612419700214	467
fluoroquinolone	MH0036_090122	1.77414846756492e-09	EUR	0.385438972162741	467
fluoroquinolone	105_117_3_20111028_FRAG_BC_105_117_3_F3_106	1.43536549745835e-07	RUS	0.899357601713062	467
fluoroquinolone	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br05	2.26241557614321e-08	RUS_HOBL	0.749464668094218	467
fluoroquinolone	SRS013687	6.71021192533224e-09	USA	0.591006423982869	467
fluoroquinolone	T1_T16_20140211_FRAG_BC_T1_T16_F3_T10	5.30560659268193e-09	RUS_HOBL	0.561027837259101	467
fluoroquinolone	SRR413773merged	6.44341039718596e-09	CHN	0.582441113490364	467
fluoroquinolone	61_106_20121101_FRAG_BC_61_106_F3_61	2.99670701799652e-09	RUS	0.468950749464668	467
fluoroquinolone	SRS023914	1.01057410001197e-09	USA	0.308351177730193	467
fluoroquinolone	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_1P	2.74094411616463e-08	RUS	0.773019271948608	467
fluoroquinolone	SRR413566merged	2.14218902980417e-07	CHN	0.920770877944325	467
fluoroquinolone	SRR413592merged	4.14448460233287e-08	CHN	0.817987152034261	467
fluoroquinolone	222_257_20111020_FRAG_BC_222_257_F3_230	1.01862078105277e-08	RUS	0.653104925053533	467
fluoroquinolone	SRR413572merged	1.14219306306726e-07	CHN	0.890792291220557	467
fluoroquinolone	SRS019685	1.48963716229004e-09	USA	0.361884368308351	467
fluoroquinolone	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_315	1.83790738874482e-09	RUS	0.398286937901499	467
fluoroquinolone	SRS015663	2.30996293233846e-09	USA	0.428265524625268	467
fluoroquinolone	kazan5500_2014_03_31_1_L03_32BR_50trimmed_T_F3	2.93466770474251e-09	RUS_HOBL	0.462526766595289	467
fluoroquinolone	SRR413598merged	2.67202542246514e-08	CHN	0.768736616702355	467
fluoroquinolone	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_311	4.39649555802501e-08	RUS	0.82441113490364	467
fluoroquinolone	185_210_20111102_FRAG_BC_185_210_F3_185	1.00716317550272e-06	RUS	0.985010706638116	467
fluoroquinolone	kazan5500_2014_03_31_1_L02_49BR_50trimmed_T_F3	2.23336073731971e-09	RUS_HOBL	0.426124197002141	467
fluoroquinolone	T1_T16_20140211_FRAG_BC_T1_T16_F3_T3	5.26876194077467e-09	RUS_HOBL	0.552462526766595	467
fluoroquinolone	SRR413576merged	5.76453869601093e-08	CHN	0.850107066381156	467
fluoroquinolone	SRS050752	8.75165428723563e-09	USA	0.625267665952891	467
fluoroquinolone	SRS016585	6.00408932540594e-06	USA	1	467
fluoroquinolone	SRS064276	1.79404052029777e-08	USA	0.71948608137045	467
fluoroquinolone	SRR413569merged	4.44283299833446e-08	CHN	0.826552462526767	467
fluoroquinolone	61_106_20121101_FRAG_BC_61_106_F3_98	2.13894770100689e-09	RUS	0.419700214132762	467
fluoroquinolone	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	4.45159970963639e-08	RUS_HOBL	0.828693790149893	467
fluoroquinolone	Tomsk_2014_02_28_1_L01_09_50trimmed_T_F3	3.51192680175861e-08	RUS_HOBL	0.796573875802998	467
fluoroquinolone	Tomsk_2014_02_28_1_L02_L03_merg_35_50trimmed_T_F3	6.85456900520435e-09	RUS_HOBL	0.595289079229122	467
fluoroquinolone	SRR413564merged	6.32234289593864e-09	CHN	0.580299785867238	467
fluoroquinolone	SRR413717merged	1.52036994685398e-08	CHN	0.69593147751606	467
fluoroquinolone	202_209_20111028_FRAG_BC_202_209_F3_203	6.88277333020454e-09	RUS	0.597430406852248	467
fluoroquinolone	SRR413558merged	1.52950688839336e-09	CHN	0.366167023554604	467
fluoroquinolone	SRR413733merged	4.22951193849027e-07	CHN	0.950749464668094	467
fluoroquinolone	SRS016753	1.10634411647023e-10	USA	0.0942184154175589	467
fluoroquinolone	MH0059_090105	8.70874783458219e-09	EUR	0.623126338329764	467
fluoroquinolone	SRR413752merged	3.36159668558525e-09	CHN	0.492505353319058	467
fluoroquinolone	SRR413745merged	3.06079881803575e-07	CHN	0.937901498929336	467
fluoroquinolone	Tomsk_2014_02_28_1_L01_11_50trimmed_T_F3	1.1142140884683e-08	RUS_HOBL	0.663811563169165	467
fluoroquinolone	MH0041_090125	2.45867515548393e-09	EUR	0.43254817987152	467
fluoroquinolone	MH0070_090125	1.28229254291163e-09	EUR	0.346895074946467	467
fluoroquinolone	SRR413755merged	1.54082770418679e-09	CHN	0.36830835117773	467
fluoroquinolone	SRS019968	2.67000611838087e-09	USA	0.451820128479657	467
fluoroquinolone	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_16P	2.77377067203658e-07	RUS	0.929336188436831	467
fluoroquinolone	SRR413617merged	2.43567184671192e-08	CHN	0.76017130620985	467
fluoroquinolone	SRR413623merged	3.0200375998682e-09	CHN	0.473233404710921	467
fluoroquinolone	SRS011405	6.40327841010895e-10	USA	0.254817987152034	467
fluoroquinolone	SRR413614merged	1.72141726623208e-09	CHN	0.379014989293362	467
fluoroquinolone	SRS053335	4.37107859849026e-10	USA	0.211991434689507	467
fluoroquinolone	SRR413610merged	2.42270111508492e-08	CHN	0.758029978586724	467
fluoroquinolone	280_287_20111115_FRAG_BC_280_287_F3_287	1.06811925258987e-08	RUS	0.657387580299786	467
fluoroquinolone	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br02	2.90251940530828e-09	RUS_HOBL	0.458244111349036	467
fluoroquinolone	SRR413760merged	2.91472772398197e-09	CHN	0.460385438972163	467
fluoroquinolone	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	3.92644416855415e-09	RUS_HOBL	0.518201284796574	467
fluoroquinolone	SRR413713merged	6.99202202130975e-08	CHN	0.860813704496788	467
fluoroquinolone	SRR413556merged	2.64569053302858e-08	CHN	0.766595289079229	467
fluoroquinolone	SRR413604merged	7.31535091926996e-09	CHN	0.605995717344754	467
fluoroquinolone	Tomsk_2014_02_28_1_L02_L03_merg_30_50trimmed_T_F3	3.57229445796091e-08	RUS_HOBL	0.798715203426124	467
fluoroquinolone	MH0025_090121	2.44812379237696e-07	EUR	0.925053533190578	467
fluoroquinolone	SRR413622merged	5.40992582825221e-08	CHN	0.845824411134904	467
fluoroquinolone	211_251_20111102_FRAG_BC_211_251_F3_214	1.09794782947467e-08	RUS	0.661670235546039	467
fluoroquinolone	SRS020869	5.29705209460904e-09	USA	0.556745182012848	467
fluoroquinolone	130_179_2_20120514_FRAG_BC_130_179_2_F3_178	8.87895930469849e-09	RUS	0.63169164882227	467
fluoroquinolone	SRS017821	7.53440432563502e-10	USA	0.271948608137045	467
fluoroquinolone	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_63	4.17319682733316e-08	RUS	0.820128479657388	467
fluoroquinolone	SRR413624merged	2.95185768160876e-07	CHN	0.933618843683084	467
fluoroquinolone	280_287_20111115_FRAG_BC_280_287_F3_284	6.79710889749934e-08	RUS	0.856531049250535	467
fluoroquinolone	SRR413579merged	9.87491997224339e-10	CHN	0.30406852248394	467
fluoroquinolone	MH0004_081123	1.69263905863132e-08	EUR	0.713062098501071	467
fluoroquinolone	61_106_20121101_FRAG_BC_61_106_F3_69	4.25139584661043e-08	RUS	0.822269807280514	467
fluoroquinolone	SRS024075	4.82483398576155e-10	USA	0.229122055674518	467
fluoroquinolone	MH0014_090120	7.80556859761669e-07	EUR	0.974304068522484	467
fluoroquinolone	61_106_20121101_FRAG_BC_61_106_F3_105	1.66350253867043e-08	RUS	0.708779443254818	467
fluoroquinolone	61_106_20121101_FRAG_BC_61_106_F3_72	1.85653707234954e-09	RUS	0.400428265524625	467
fluoroquinolone	SRS077730	4.15607680369527e-09	USA	0.533190578158458	467
fluoroquinolone	SRR413718merged	7.485539957852e-08	CHN	0.869379014989293	467
fluoroquinolone	61_106_20121101_FRAG_BC_61_106_F3_100	3.49760817121434e-09	RUS	0.498929336188437	467
fluoroquinolone	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_103	3.11046286363599e-09	RUS	0.481798715203426	467
fluoroquinolone	Tomsk_2014_02_28_1_L02_L03_merg_28_50trimmed_T_F3	2.00772991878505e-08	RUS_HOBL	0.738758029978587	467
fluoroquinolone	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_9P	4.95696103880951e-09	RUS	0.539614561027837	467
fluoroquinolone	211_251_20111102_FRAG_BC_211_251_F3_216	2.99018577847288e-08	RUS	0.78372591006424	467
fluoroquinolone	185_210_20111102_FRAG_BC_185_210_F3_193	4.09513374424825e-09	RUS	0.524625267665953	467
fluoroquinolone	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	2.98766196142359e-09	RUS	0.466809421841542	467
fluoroquinolone	222_257_20111020_FRAG_BC_222_257_F3_257	3.02192095003572e-09	RUS	0.475374732334047	467
rifamycin antibiotic	SRR413603merged	8.66892112506215e-08	CHN	0.914942528735632	435
rifamycin antibiotic	SRR413589merged	5.15360812386643e-07	CHN	0.986206896551724	435
rifamycin antibiotic	280_287_20111115_FRAG_BC_280_287_F3_283	9.84204861344854e-07	RUS	0.990804597701149	435
rifamycin antibiotic	SRR413746merged	7.54023652716782e-08	CHN	0.901149425287356	435
phenicol	SRR413609merged	1.38347899503396e-08	CHN	0.612903225806452	496
rifamycin antibiotic	SRR413609merged	1.36653824931081e-08	CHN	0.774712643678161	435
rifamycin antibiotic	SRR413719merged	1.79599666627344e-07	CHN	0.949425287356322	435
rifamycin antibiotic	232_250_20111116_FRAG_BC_232_250_F3_242	4.36632730723611e-08	RUS	0.875862068965517	435
fluoroquinolone	SRR413581merged	3.11608059404974e-09	CHN	0.483940042826552	467
phenicol	SRR413581merged	6.15448591998508e-09	CHN	0.44758064516129	496
rifamycin antibiotic	SRR413581merged	1.96003796343615e-09	CHN	0.517241379310345	435
rifamycin antibiotic	SRR413759merged	2.68240689435737e-07	CHN	0.963218390804598	435
rifamycin antibiotic	SRR413621merged	1.6583274474557e-08	CHN	0.797701149425287	435
rifamycin antibiotic	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_13P	2.43977606573306e-07	RUS	0.95632183908046	435
rifamycin antibiotic	SRR413735merged	1.96292685833804e-09	CHN	0.52183908045977	435
rifamycin antibiotic	SRR413601merged	2.30540940921407e-07	CHN	0.951724137931034	435
rifamycin antibiotic	SRR413625merged	2.61807193211789e-09	CHN	0.56551724137931	435
rifamycin antibiotic	SRR413708merged	6.077080221439e-08	CHN	0.894252873563218	435
rifamycin antibiotic	SRR413567merged	5.52592065112783e-08	CHN	0.88735632183908	435
rifamycin antibiotic	MH0008_081123	1.21180594739053e-07	EUR	0.926436781609195	435
rifamycin antibiotic	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_46P	3.68645477950268e-08	RUS	0.866666666666667	435
rifamycin antibiotic	SRR413568merged	1.23015248495114e-07	CHN	0.928735632183908	435
rifamycin antibiotic	SRR413770merged	6.55003326416813e-09	CHN	0.680459770114943	435
rifamycin antibiotic	Sh_260_20111020_FRAG_BC_Sh_260_F3_258	2.43791251150361e-09	RUS	0.55632183908046	435
rifamycin antibiotic	SRR413743merged	2.57482191623766e-07	CHN	0.960919540229885	435
rifamycin antibiotic	SRR413612merged	7.63362521884074e-08	CHN	0.903448275862069	435
rifamycin antibiotic	SRR413765merged	4.69231088762756e-07	CHN	0.983908045977012	435
rifamycin antibiotic	T1_T16_20140211_FRAG_BC_T1_T16_F3_T2	2.23215782231031e-09	RUS_HOBL	0.537931034482759	435
phenicol	SRR413602merged	2.19439597908816e-08	CHN	0.681451612903226	496
rifamycin antibiotic	SRR413602merged	2.19439597908816e-08	CHN	0.832183908045977	435
rifamycin antibiotic	SRR413757merged	5.17547074950114e-08	CHN	0.880459770114942	435
rifamycin antibiotic	SRR413562merged	1.81723861070756e-08	CHN	0.811494252873563	435
rifamycin antibiotic	232_250_20111116_FRAG_BC_232_250_F3_240	3.97147499136833e-07	RUS	0.979310344827586	435
rifamycin antibiotic	SRR413611merged	3.17366393699864e-08	CHN	0.859770114942529	435
rifamycin antibiotic	61_106_20121101_FRAG_BC_61_106_F3_74	4.04402741552413e-09	RUS	0.620689655172414	435
fluoroquinolone	Sh_260_20111020_FRAG_BC_Sh_260_F3_254	4.36996268633562e-10	RUS	0.209850107066381	467
phenicol	Sh_260_20111020_FRAG_BC_Sh_260_F3_254	4.76019587135832e-10	RUS	0.118951612903226	496
rifamycin antibiotic	Sh_260_20111020_FRAG_BC_Sh_260_F3_254	2.8469090565105e-10	RUS	0.248275862068966	435
rifamycin antibiotic	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	2.42962148818486e-08	RUS_HOBL	0.836781609195402	435
rifamycin antibiotic	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T22	2.3893536133313e-08	RUS_HOBL	0.83448275862069	435
rifamycin antibiotic	SRR413772merged	2.50143684735463e-08	CHN	0.841379310344828	435
rifamycin antibiotic	SRR413585merged	3.87792033568378e-07	CHN	0.974712643678161	435
rifamycin antibiotic	SRR413561merged	1.36529642915172e-08	CHN	0.772413793103448	435
rifamycin antibiotic	SRR413586merged	1.73164293422549e-07	CHN	0.944827586206897	435
rifamycin antibiotic	261_268_20111115_FRAG_BC_261_268_F3_263	1.31130201631341e-09	RUS	0.464367816091954	435
phenicol	T1_T16_20140211_FRAG_BC_T1_T16_F3_T4	5.52372602450387e-07	RUS_HOBL	0.981854838709677	496
rifamycin antibiotic	T1_T16_20140211_FRAG_BC_T1_T16_F3_T4	5.45055838352875e-07	RUS_HOBL	0.988505747126437	435
rifamycin antibiotic	SRR413613merged	4.73219043224186e-09	CHN	0.64367816091954	435
phenicol	SRR413578merged	2.34893044698085e-07	CHN	0.945564516129032	496
rifamycin antibiotic	SRR413578merged	2.34893044698085e-07	CHN	0.954022988505747	435
rifamycin antibiotic	SRR413582merged	1.46440106344966e-07	CHN	0.935632183908046	435
rifamycin antibiotic	SRR413716merged	4.82717072155066e-09	CHN	0.648275862068965	435
rifamycin antibiotic	SRS017191	1.83267912655263e-08	USA	0.813793103448276	435
rifamycin antibiotic	SRR413560merged	1.07463193106291e-08	CHN	0.754022988505747	435
rifamycin antibiotic	SRR413588merged	1.27476963830693e-07	CHN	0.931034482758621	435
rifamycin antibiotic	280_287_20111115_FRAG_BC_280_287_F3_281	2.68183567854919e-09	RUS	0.570114942528736	435
phenicol	SRS050422	9.43007062940163e-09	USA	0.528225806451613	496
rifamycin antibiotic	SRS050422	9.43007062940163e-09	USA	0.728735632183908	435
rifamycin antibiotic	SRR413766merged	7.15460698776352e-09	CHN	0.696551724137931	435
rifamycin antibiotic	SRR413764merged	2.57247866645047e-08	CHN	0.845977011494253	435
rifamycin antibiotic	SRR413566merged	8.35169523429484e-08	CHN	0.910344827586207	435
phenicol	SRR413571merged	1.08205938806872e-06	CHN	0.98991935483871	496
rifamycin antibiotic	SRR413571merged	1.08205938806872e-06	CHN	0.993103448275862	435
rifamycin antibiotic	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	1.9684118027487e-08	RUS_HOBL	0.820689655172414	435
rifamycin antibiotic	SRR413616merged	1.79539680438042e-08	CHN	0.806896551724138	435
rifamycin antibiotic	SRR413637merged	3.43951956234655e-07	CHN	0.970114942528736	435
rifamycin antibiotic	SRR413639merged	1.78117308882524e-07	CHN	0.947126436781609	435
rifamycin antibiotic	SRR413619merged	8.46814437579577e-09	CHN	0.714942528735632	435
phenicol	SRR413635merged	7.67885554249069e-08	CHN	0.86491935483871	496
rifamycin antibiotic	SRR413635merged	7.67885554249069e-08	CHN	0.908045977011494	435
rifamycin antibiotic	SRR413711merged	3.93912188192246e-08	CHN	0.871264367816092	435
rifamycin antibiotic	261_268_20111115_FRAG_BC_261_268_F3_267	2.64196411440002e-09	RUS	0.567816091954023	435
phenicol	kazan5500_2014_03_31_1_L03_37BR_50trimmed_T_F3	1.19200583039738e-08	RUS_HOBL	0.578629032258065	496
rifamycin antibiotic	kazan5500_2014_03_31_1_L03_37BR_50trimmed_T_F3	1.60005851600994e-09	RUS_HOBL	0.48735632183908	435
phenicol	SRR413756merged	1.18993200552456e-06	CHN	0.993951612903226	496
rifamycin antibiotic	SRR413756merged	1.18993200552456e-06	CHN	0.995402298850575	435
rifamycin antibiotic	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_313	1.26923640560092e-08	RUS	0.760919540229885	435
rifamycin antibiotic	SRR413572merged	4.33186127554506e-08	CHN	0.873563218390805	435
rifamycin antibiotic	SRR413747merged	7.48336765321926e-09	CHN	0.703448275862069	435
rifamycin antibiotic	SRR413618merged	7.63450722155075e-08	CHN	0.905747126436782	435
rifamycin antibiotic	SRR413740merged	1.78392801806976e-08	CHN	0.804597701149425	435
rifamycin antibiotic	MH0028_090121	1.55135160702564e-08	EUR	0.786206896551724	435
rifamycin antibiotic	SRR413628merged	1.28531806235152e-08	CHN	0.763218390804598	435
rifamycin antibiotic	T1_T16_20140211_FRAG_BC_T1_T16_F3_T11	5.89556642462283e-08	RUS_HOBL	0.889655172413793	435
fluoroquinolone	MH0009_090109	8.07448321687722e-09	EUR	0.618843683083512	467
phenicol	MH0009_090109	5.31353527964739e-09	EUR	0.423387096774194	496
rifamycin antibiotic	MH0009_090109	4.82028815365942e-09	EUR	0.645977011494253	435
rifamycin antibiotic	SRR413580merged	1.28309831851686e-07	CHN	0.933333333333333	435
rifamycin antibiotic	SRR413565merged	1.10575411899369e-08	CHN	0.758620689655172	435
phenicol	SRS018656	8.05187286458411e-10	USA	0.169354838709677	496
rifamycin antibiotic	SRS018656	8.05187286458411e-10	USA	0.372413793103448	435
rifamycin antibiotic	SRR413584merged	7.15753904542775e-08	CHN	0.898850574712644	435
rifamycin antibiotic	211_251_20111102_FRAG_BC_211_251_F3_251	5.34566916834035e-08	RUS	0.885057471264368	435
rifamycin antibiotic	SRR413627merged	9.77529632334649e-09	CHN	0.742528735632184	435
phenicol	SRR413630merged	4.64197567962474e-09	CHN	0.395161290322581	496
rifamycin antibiotic	SRR413630merged	4.64197567962474e-09	CHN	0.639080459770115	435
rifamycin antibiotic	SRR413761merged	4.45651873129659e-08	CHN	0.87816091954023	435
rifamycin antibiotic	SRR413767merged	8.91830555721345e-10	CHN	0.381609195402299	435
rifamycin antibiotic	SRR413762merged	9.80737914170851e-10	CHN	0.4	435
phenicol	SRS012273	1.04109501521255e-08	USA	0.546370967741935	496
rifamycin antibiotic	SRS012273	9.75154570274129e-09	USA	0.740229885057471	435
rifamycin antibiotic	SRR413624merged	1.15330430768369e-07	CHN	0.92183908045977	435
rifamycin antibiotic	280_287_20111115_FRAG_BC_280_287_F3_286	1.42884817738662e-08	RUS	0.779310344827586	435
rifamycin antibiotic	261_268_20111115_FRAG_BC_261_268_F3_266	1.8064651023145e-09	RUS	0.510344827586207	435
phenicol	105_117_3_20111028_FRAG_BC_105_117_3_F3_105	1.65871352507667e-07	RUS	0.929435483870968	496
rifamycin antibiotic	105_117_3_20111028_FRAG_BC_105_117_3_F3_105	9.0710638866628e-09	RUS	0.72183908045977	435
rifamycin antibiotic	Tomsk_2014_02_28_1_L02_L03_merg_35_50trimmed_T_F3	2.1403454904215e-09	RUS_HOBL	0.533333333333333	435
rifamycin antibiotic	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	3.84538316477116e-09	RUS_HOBL	0.616091954022989	435
rifamycin antibiotic	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br05	9.50313907144214e-09	RUS_HOBL	0.733333333333333	435
phenicol	Tomsk_2014_02_28_1_L01_09_50trimmed_T_F3	1.33383018072726e-08	RUS_HOBL	0.600806451612903	496
rifamycin antibiotic	Tomsk_2014_02_28_1_L01_09_50trimmed_T_F3	1.28976765143737e-08	RUS_HOBL	0.76551724137931	435
rifamycin antibiotic	211_251_20111102_FRAG_BC_211_251_F3_212	1.64228152356966e-09	RUS	0.489655172413793	435
fluoroquinolone	232_250_20111116_FRAG_BC_232_250_F3_247	1.93143413834619e-09	RUS	0.406852248394004	467
phenicol	232_250_20111116_FRAG_BC_232_250_F3_247	8.22197548402216e-09	RUS	0.512096774193548	496
rifamycin antibiotic	232_250_20111116_FRAG_BC_232_250_F3_247	9.39831401173649e-10	RUS	0.393103448275862	435
rifamycin antibiotic	232_250_20111116_FRAG_BC_232_250_F3_249	3.71815237935393e-09	RUS	0.611494252873563	435
rifamycin antibiotic	SRR413570merged	1.61637172723354e-07	CHN	0.942528735632184	435
phenicol	SRR413559merged	7.23109274730501e-09	CHN	0.479838709677419	496
rifamycin antibiotic	SRR413559merged	1.72536142228463e-09	CHN	0.501149425287356	435
phenicol	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_15	3.66085909438273e-08	RUS	0.794354838709677	496
rifamycin antibiotic	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_15	5.34502137473515e-09	RUS	0.650574712643678	435
rifamycin antibiotic	SRR413606merged	8.15177337926353e-09	CHN	0.710344827586207	435
phenicol	SRR413636merged	2.12665913123457e-09	CHN	0.292338709677419	496
rifamycin antibiotic	SRR413636merged	1.7892759354444e-09	CHN	0.508045977011494	435
